day,timestamp,global_ts,move,mid_before,mid_after,n_trades,max_qty,total_qty,dominant_share,time_span,label
-1,566300,-433700,10.0,9987.0,9997.0,1,7,7,1.0,0,WHALE
-1,569200,-430800,8.0,9999.0,10007.0,0,0,0,,0,NO_TRADES
-1,569300,-430700,-6.0,10007.0,10001.0,0,0,0,,0,NO_TRADES
-1,571500,-428500,8.0,10000.0,10008.0,0,0,0,,0,NO_TRADES
-1,571600,-428400,-9.5,10008.0,9998.5,0,0,0,,0,NO_TRADES
-1,574000,-426000,-10.0,10000.0,9990.0,2,5,7,0.7142857142857143,100,WHALE
-1,574100,-425900,10.0,9990.0,10000.0,3,5,10,0.5,400,SWARM
-1,574300,-425700,-9.0,10001.0,9992.0,3,5,10,0.5,400,SWARM
-1,574400,-425600,6.5,9992.0,9998.5,3,5,10,0.5,400,SWARM
-1,574800,-425200,8.0,10000.0,10008.0,1,3,3,1.0,0,WHALE
-1,574900,-425100,-9.5,10008.0,9998.5,1,3,3,1.0,0,WHALE
-1,576600,-423400,-8.0,10000.0,9992.0,0,0,0,,0,NO_TRADES
-1,576700,-423300,10.5,9992.0,10002.5,0,0,0,,0,NO_TRADES
-1,577500,-422500,9.0,9999.0,10008.0,0,0,0,,0,NO_TRADES
-1,577600,-422400,-8.0,10008.0,10000.0,0,0,0,,0,NO_TRADES
-1,577800,-422200,7.0,10001.0,10008.0,0,0,0,,0,NO_TRADES
-1,577900,-422100,-8.0,10008.0,10000.0,0,0,0,,0,NO_TRADES
-1,578600,-421400,6.0,9998.0,10004.0,0,0,0,,0,NO_TRADES
-1,579200,-420800,8.0,9992.0,10000.0,0,0,0,,0,NO_TRADES
-1,580700,-419300,8.0,9999.0,10007.0,0,0,0,,0,NO_TRADES
-1,580800,-419200,-14.0,10007.0,9993.0,0,0,0,,0,NO_TRADES
-1,580900,-419100,9.5,9993.0,10002.5,0,0,0,,0,NO_TRADES
-1,583200,-416800,-6.0,9998.0,9992.0,0,0,0,,0,NO_TRADES
-1,583300,-416700,6.5,9992.0,9998.5,0,0,0,,0,NO_TRADES
-1,583500,-416500,11.5,9995.5,10007.0,1,7,7,1.0,0,WHALE
-1,583600,-416400,-9.5,10007.0,9997.5,2,8,15,0.5333333333333333,100,SWARM
-1,583800,-416200,-7.0,9998.0,9991.0,2,8,15,0.5333333333333333,100,SWARM
-1,583900,-416100,7.5,9991.0,9998.5,2,8,15,0.5333333333333333,100,SWARM
-1,588600,-411400,11.0,10000.0,10011.0,0,0,0,,0,NO_TRADES
-1,588700,-411300,-11.0,10011.0,10000.0,0,0,0,,0,NO_TRADES
-1,589000,-411000,-6.0,10001.0,9995.0,0,0,0,,0,NO_TRADES
-1,590400,-409600,13.5,9997.5,10011.0,1,3,3,1.0,0,WHALE
-1,590500,-409500,-10.0,10011.0,10001.0,1,3,3,1.0,0,WHALE
-1,591600,-408400,-8.0,10001.0,9993.0,0,0,0,,0,NO_TRADES
-1,591700,-408300,8.0,9993.0,10001.0,0,0,0,,0,NO_TRADES
-1,592600,-407400,-10.0,9999.0,9989.0,0,0,0,,0,NO_TRADES
-1,592700,-407300,13.0,9989.0,10002.0,0,0,0,,0,NO_TRADES
-1,594400,-405600,6.0,9999.0,10005.0,0,0,0,,0,NO_TRADES
-1,594500,-405500,-8.0,10005.0,9997.0,0,0,0,,0,NO_TRADES
-1,595900,-404100,8.0,9998.0,10006.0,0,0,0,,0,NO_TRADES
-1,596000,-404000,-8.0,10006.0,9998.0,0,0,0,,0,NO_TRADES
-1,596100,-403900,8.0,9998.0,10006.0,0,0,0,,0,NO_TRADES
-1,596200,-403800,-7.5,10006.0,9998.5,0,0,0,,0,NO_TRADES
-1,596600,-403400,-10.0,9997.0,9987.0,0,0,0,,0,NO_TRADES
-1,596700,-403300,12.0,9987.0,9999.0,0,0,0,,0,NO_TRADES
-1,596800,-403200,-9.0,9999.0,9990.0,0,0,0,,0,NO_TRADES
-1,596900,-403100,8.0,9990.0,9998.0,0,0,0,,0,NO_TRADES
-1,597600,-402400,8.0,9998.0,10006.0,0,0,0,,0,NO_TRADES
-1,597700,-402300,-6.5,10006.0,9999.5,0,0,0,,0,NO_TRADES
-1,598500,-401500,9.0,9999.0,10008.0,0,0,0,,0,NO_TRADES
-1,598600,-401400,-13.5,10008.0,9994.5,0,0,0,,0,NO_TRADES
-1,599000,-401000,-6.0,9999.0,9993.0,0,0,0,,0,NO_TRADES
-1,599100,-400900,7.0,9993.0,10000.0,0,0,0,,0,NO_TRADES
-1,600900,-399100,-9.5,10001.5,9992.0,1,6,6,1.0,0,WHALE
-1,601100,-398900,7.0,9992.0,9999.0,0,0,0,,0,NO_TRADES
-1,602800,-397200,-7.0,9999.0,9992.0,1,3,3,1.0,0,WHALE
-1,602900,-397100,8.0,9992.0,10000.0,1,3,3,1.0,0,WHALE
-1,604000,-396000,-7.0,9998.0,9991.0,0,0,0,,0,NO_TRADES
-1,604100,-395900,8.0,9991.0,9999.0,0,0,0,,0,NO_TRADES
-1,604300,-395700,6.5,9994.0,10000.5,0,0,0,,0,NO_TRADES
-1,604400,-395600,6.5,10000.5,10007.0,0,0,0,,0,NO_TRADES
-1,604500,-395500,-7.0,10007.0,10000.0,0,0,0,,0,NO_TRADES
-1,605400,-394600,-8.0,9999.0,9991.0,0,0,0,,0,NO_TRADES
-1,605500,-394500,8.0,9991.0,9999.0,0,0,0,,0,NO_TRADES
-1,605800,-394200,8.0,9999.0,10007.0,0,0,0,,0,NO_TRADES
-1,605900,-394100,-8.0,10007.0,9999.0,0,0,0,,0,NO_TRADES
-1,606300,-393700,-9.0,10000.0,9991.0,0,0,0,,0,NO_TRADES
-1,606400,-393600,8.0,9991.0,9999.0,0,0,0,,0,NO_TRADES
-1,608700,-391300,8.0,9999.0,10007.0,0,0,0,,0,NO_TRADES
-1,608800,-391200,-12.5,10007.0,9994.5,0,0,0,,0,NO_TRADES
-1,611200,-388800,-8.0,10003.0,9995.0,1,6,6,1.0,0,WHALE
-1,611300,-388700,8.0,9995.0,10003.0,1,6,6,1.0,0,WHALE
-1,611400,-388600,9.0,10003.0,10012.0,1,6,6,1.0,0,WHALE
-1,611500,-388500,-8.0,10012.0,10004.0,2,6,11,0.5454545454545454,300,SWARM
-1,613900,-386100,10.0,10004.0,10014.0,0,0,0,,0,NO_TRADES
-1,614100,-385900,-8.0,10012.0,10004.0,0,0,0,,0,NO_TRADES
-1,615900,-384100,-8.0,10004.0,9996.0,1,5,5,1.0,0,WHALE
-1,616000,-384000,8.0,9996.0,10004.0,1,5,5,1.0,0,WHALE
-1,616700,-383300,-9.0,10003.0,9994.0,0,0,0,,0,NO_TRADES
-1,616800,-383200,7.5,9994.0,10001.5,0,0,0,,0,NO_TRADES
-1,618700,-381300,-7.0,10003.0,9996.0,0,0,0,,0,NO_TRADES
-1,619600,-380400,8.0,10002.0,10010.0,0,0,0,,0,NO_TRADES
-1,619700,-380300,-7.5,10010.0,10002.5,0,0,0,,0,NO_TRADES
-1,620800,-379200,8.0,10002.0,10010.0,1,8,8,1.0,0,WHALE
-1,620900,-379100,-9.5,10010.0,10000.5,1,8,8,1.0,0,WHALE
-1,621900,-378100,-10.0,10001.0,9991.0,0,0,0,,0,NO_TRADES
-1,622000,-378000,10.0,9991.0,10001.0,0,0,0,,0,NO_TRADES
-1,624900,-375100,9.5,10002.5,10012.0,1,6,6,1.0,0,WHALE
-1,625000,-375000,-10.0,10012.0,10002.0,0,0,0,,0,NO_TRADES
-1,627600,-372400,-8.0,10002.0,9994.0,0,0,0,,0,NO_TRADES
-1,627700,-372300,8.0,9994.0,10002.0,0,0,0,,0,NO_TRADES
-1,629800,-370200,-9.5,9999.5,9990.0,0,0,0,,0,NO_TRADES
-1,629900,-370100,11.0,9990.0,10001.0,0,0,0,,0,NO_TRADES
-1,630500,-369500,6.5,10001.5,10008.0,0,0,0,,0,NO_TRADES
-1,630600,-369400,-8.0,10008.0,10000.0,0,0,0,,0,NO_TRADES
-1,630800,-369200,7.5,10000.5,10008.0,0,0,0,,0,NO_TRADES
-1,630900,-369100,-8.0,10008.0,10000.0,0,0,0,,0,NO_TRADES
-1,631500,-368500,9.0,10000.0,10009.0,0,0,0,,0,NO_TRADES
-1,631600,-368400,-9.0,10009.0,10000.0,0,0,0,,0,NO_TRADES
-1,633600,-366400,10.0,10001.0,10011.0,0,0,0,,0,NO_TRADES
-1,633700,-366300,-14.0,10011.0,9997.0,0,0,0,,0,NO_TRADES
-1,634100,-365900,11.5,10000.5,10012.0,1,2,2,1.0,0,WHALE
-1,634200,-365800,-9.0,10012.0,10003.0,1,2,2,1.0,0,WHALE
-1,635500,-364500,-9.0,10004.0,9995.0,0,0,0,,0,NO_TRADES
-1,635600,-364400,8.0,9995.0,10003.0,0,0,0,,0,NO_TRADES
-1,637300,-362700,8.0,10004.0,10012.0,0,0,0,,0,NO_TRADES
-1,637400,-362600,-8.0,10012.0,10004.0,0,0,0,,0,NO_TRADES
-1,637500,-362500,8.0,10004.0,10012.0,0,0,0,,0,NO_TRADES
-1,637600,-362400,-8.0,10012.0,10004.0,0,0,0,,0,NO_TRADES
-1,639200,-360800,-8.5,10004.5,9996.0,1,8,8,1.0,0,WHALE
-1,639300,-360700,7.0,9996.0,10003.0,1,8,8,1.0,0,WHALE
-1,642800,-357200,-9.0,10005.0,9996.0,1,6,6,1.0,0,WHALE
-1,642900,-357100,16.0,9996.0,10012.0,1,6,6,1.0,0,WHALE
-1,643000,-357000,-9.0,10012.0,10003.0,1,6,6,1.0,0,WHALE
-1,644700,-355300,-8.5,10013.0,10004.5,1,6,6,1.0,0,WHALE
-1,645900,-354100,8.0,10004.0,10012.0,2,8,10,0.8,100,WHALE
-1,646000,-354000,-15.0,10012.0,9997.0,2,8,10,0.8,100,WHALE
-1,646100,-353900,8.0,9997.0,10005.0,1,8,8,1.0,0,WHALE
-1,647200,-352800,-8.0,10007.0,9999.0,1,5,5,1.0,0,WHALE
-1,647300,-352700,7.5,9999.0,10006.5,1,5,5,1.0,0,WHALE
-1,649600,-350400,-8.0,10007.0,9999.0,0,0,0,,0,NO_TRADES
-1,649700,-350300,7.0,9999.0,10006.0,0,0,0,,0,NO_TRADES
-1,652100,-347900,-12.0,10012.0,10000.0,0,0,0,,0,NO_TRADES
-1,652200,-347800,19.0,10000.0,10019.0,0,0,0,,0,NO_TRADES
-1,652300,-347700,-9.5,10019.0,10009.5,0,0,0,,0,NO_TRADES
-1,654700,-345300,8.0,10006.0,10014.0,1,6,6,1.0,0,WHALE
-1,654800,-345200,-8.0,10014.0,10006.0,1,6,6,1.0,0,WHALE
-1,655400,-344600,-6.0,10006.0,10000.0,0,0,0,,0,NO_TRADES
-1,655900,-344100,8.0,10006.0,10014.0,1,3,3,1.0,0,WHALE
-1,656000,-344000,-8.0,10014.0,10006.0,1,3,3,1.0,0,WHALE
-1,657600,-342400,6.5,10009.5,10016.0,0,0,0,,0,NO_TRADES
-1,657800,-342200,-8.0,10016.0,10008.0,1,3,3,1.0,0,WHALE
-1,658800,-341200,8.5,10008.5,10017.0,2,9,11,0.8181818181818182,100,WHALE
-1,658900,-341100,-8.0,10017.0,10009.0,1,2,2,1.0,0,WHALE
-1,659900,-340100,-10.0,10009.0,9999.0,0,0,0,,0,NO_TRADES
-1,660000,-340000,10.0,9999.0,10009.0,1,4,4,1.0,0,WHALE
-1,660800,-339200,8.0,10009.0,10017.0,1,4,4,1.0,0,WHALE
-1,660900,-339100,-16.0,10017.0,10001.0,0,0,0,,0,NO_TRADES
-1,661000,-339000,8.0,10001.0,10009.0,0,0,0,,0,NO_TRADES
-1,663000,-337000,10.0,10009.0,10019.0,0,0,0,,0,NO_TRADES
-1,663100,-336900,-11.5,10019.0,10007.5,0,0,0,,0,NO_TRADES
-1,664400,-335600,6.5,10007.0,10013.5,0,0,0,,0,NO_TRADES
-1,664600,-335400,-7.0,10015.0,10008.0,0,0,0,,0,NO_TRADES
-1,667400,-332600,10.0,10010.0,10020.0,1,5,5,1.0,0,WHALE
-1,667500,-332500,-10.0,10020.0,10010.0,0,0,0,,0,NO_TRADES
-1,668800,-331200,-8.0,10011.0,10003.0,0,0,0,,0,NO_TRADES
-1,668900,-331100,8.0,10003.0,10011.0,0,0,0,,0,NO_TRADES
-1,669100,-330900,-6.5,10009.5,10003.0,0,0,0,,0,NO_TRADES
-1,669200,-330800,8.0,10003.0,10011.0,0,0,0,,0,NO_TRADES
-1,669500,-330500,7.0,10012.0,10019.0,0,0,0,,0,NO_TRADES
-1,669600,-330400,-7.0,10019.0,10012.0,0,0,0,,0,NO_TRADES
-1,669800,-330200,-9.0,10012.0,10003.0,0,0,0,,0,NO_TRADES
-1,669900,-330100,8.0,10003.0,10011.0,0,0,0,,0,NO_TRADES
-1,670000,-330000,-8.0,10011.0,10003.0,0,0,0,,0,NO_TRADES
-1,670100,-329900,8.0,10003.0,10011.0,0,0,0,,0,NO_TRADES
-1,670500,-329500,-8.0,10011.0,10003.0,0,0,0,,0,NO_TRADES
-1,670600,-329400,8.5,10003.0,10011.5,0,0,0,,0,NO_TRADES
-1,674000,-326000,-7.5,10009.5,10002.0,1,10,10,1.0,0,WHALE
-1,676200,-323800,9.5,10008.5,10018.0,0,0,0,,0,NO_TRADES
-1,676300,-323700,-9.0,10018.0,10009.0,0,0,0,,0,NO_TRADES
-1,678300,-321700,7.5,10008.5,10016.0,0,0,0,,0,NO_TRADES
-1,678400,-321600,-8.0,10016.0,10008.0,0,0,0,,0,NO_TRADES
-1,679100,-320900,7.0,10008.0,10015.0,1,5,5,1.0,0,WHALE
-1,679200,-320800,-8.0,10015.0,10007.0,1,5,5,1.0,0,WHALE
-1,679300,-320700,-6.0,10007.0,10001.0,1,5,5,1.0,0,WHALE
-1,679400,-320600,14.0,10001.0,10015.0,1,5,5,1.0,0,WHALE
-1,679500,-320500,-8.0,10015.0,10007.0,1,5,5,1.0,0,WHALE
-1,680400,-319600,8.0,10007.0,10015.0,0,0,0,,0,NO_TRADES
-1,680500,-319500,-9.0,10015.0,10006.0,0,0,0,,0,NO_TRADES
-1,681800,-318200,-7.0,10007.0,10000.0,1,9,9,1.0,0,WHALE
-1,681900,-318100,7.0,10000.0,10007.0,1,9,9,1.0,0,WHALE
-1,682100,-317900,-8.0,10008.0,10000.0,1,9,9,1.0,0,WHALE
-1,682200,-317800,8.0,10000.0,10008.0,1,9,9,1.0,0,WHALE
-1,682900,-317100,6.0,10001.0,10007.0,1,4,4,1.0,0,WHALE
-1,684200,-315800,10.0,10010.0,10020.0,0,0,0,,0,NO_TRADES
-1,684300,-315700,-11.0,10020.0,10009.0,0,0,0,,0,NO_TRADES
-1,684600,-315400,-8.0,10008.0,10000.0,0,0,0,,0,NO_TRADES
-1,684700,-315300,9.0,10000.0,10009.0,0,0,0,,0,NO_TRADES
-1,688400,-311600,-8.0,10007.0,9999.0,0,0,0,,0,NO_TRADES
-1,688500,-311500,7.0,9999.0,10006.0,0,0,0,,0,NO_TRADES
-1,690600,-309400,-8.0,10006.0,9998.0,2,5,9,0.5555555555555556,500,SWARM
-1,690700,-309300,8.0,9998.0,10006.0,2,5,9,0.5555555555555556,500,SWARM
-1,692900,-307100,-6.5,10004.5,9998.0,0,0,0,,0,NO_TRADES
-1,693000,-307000,9.0,9998.0,10007.0,0,0,0,,0,NO_TRADES
-1,693400,-306600,10.0,10004.0,10014.0,0,0,0,,0,NO_TRADES
-1,693500,-306500,-9.0,10014.0,10005.0,0,0,0,,0,NO_TRADES
-1,695400,-304600,6.5,10002.0,10008.5,0,0,0,,0,NO_TRADES
-1,695500,-304500,-10.5,10008.5,9998.0,0,0,0,,0,NO_TRADES
-1,695600,-304400,8.0,9998.0,10006.0,0,0,0,,0,NO_TRADES
-1,696500,-303500,-7.0,10005.0,9998.0,0,0,0,,0,NO_TRADES
-1,696600,-303400,8.0,9998.0,10006.0,0,0,0,,0,NO_TRADES
-1,698200,-301800,-11.0,10007.0,9996.0,0,0,0,,0,NO_TRADES
-1,698300,-301700,8.0,9996.0,10004.0,0,0,0,,0,NO_TRADES
-1,699000,-301000,-8.0,10004.0,9996.0,0,0,0,,0,NO_TRADES
-1,699100,-300900,7.0,9996.0,10003.0,0,0,0,,0,NO_TRADES
-1,702500,-297500,-8.0,10004.0,9996.0,0,0,0,,0,NO_TRADES
-1,702600,-297400,8.0,9996.0,10004.0,0,0,0,,0,NO_TRADES
-1,703900,-296100,-6.5,10003.5,9997.0,1,2,2,1.0,0,WHALE
-1,707400,-292600,-11.0,10004.0,9993.0,0,0,0,,0,NO_TRADES
-1,707500,-292500,9.0,9993.0,10002.0,0,0,0,,0,NO_TRADES
-1,708500,-291500,-8.0,10003.0,9995.0,1,6,6,1.0,0,WHALE
-1,708600,-291400,7.0,9995.0,10002.0,1,6,6,1.0,0,WHALE
-1,709200,-290800,-8.0,10002.0,9994.0,1,6,6,1.0,0,WHALE
-1,709300,-290700,8.0,9994.0,10002.0,1,6,6,1.0,0,WHALE
-1,711700,-288300,6.0,9993.0,9999.0,0,0,0,,0,NO_TRADES
-1,712700,-287300,-9.5,10000.5,9991.0,1,5,5,1.0,0,WHALE
-1,712800,-287200,8.0,9991.0,9999.0,0,0,0,,0,NO_TRADES
-1,714700,-285300,9.0,10000.0,10009.0,1,5,5,1.0,0,WHALE
-1,714800,-285200,-7.5,10009.0,10001.5,1,5,5,1.0,0,WHALE
-1,715500,-284500,-8.0,10009.0,10001.0,0,0,0,,0,NO_TRADES
-1,720400,-279600,8.0,10002.0,10010.0,1,4,4,1.0,0,WHALE
-1,720500,-279500,-8.0,10010.0,10002.0,1,4,4,1.0,0,WHALE
-1,721300,-278700,-10.0,10002.0,9992.0,0,0,0,,0,NO_TRADES
-1,721400,-278600,8.0,9992.0,10000.0,0,0,0,,0,NO_TRADES
-1,721900,-278100,8.0,9999.0,10007.0,0,0,0,,0,NO_TRADES
-1,722000,-278000,-9.0,10007.0,9998.0,0,0,0,,0,NO_TRADES
-1,723700,-276300,9.0,9999.0,10008.0,1,6,6,1.0,0,WHALE
-1,723800,-276200,-10.0,10008.0,9998.0,0,0,0,,0,NO_TRADES
-1,725000,-275000,-8.0,9999.0,9991.0,0,0,0,,0,NO_TRADES
-1,725100,-274900,7.0,9991.0,9998.0,0,0,0,,0,NO_TRADES
-1,725500,-274500,-8.0,10000.0,9992.0,1,8,8,1.0,0,WHALE
-1,725600,-274400,8.0,9992.0,10000.0,1,8,8,1.0,0,WHALE
-1,729500,-270500,-9.5,10000.5,9991.0,2,8,13,0.6153846153846154,400,WHALE
-1,729600,-270400,8.0,9991.0,9999.0,1,5,5,1.0,0,WHALE
-1,729800,-270200,8.0,9999.0,10007.0,1,5,5,1.0,0,WHALE
-1,729900,-270100,-8.0,10007.0,9999.0,1,5,5,1.0,0,WHALE
-1,733000,-267000,-9.0,10000.0,9991.0,0,0,0,,0,NO_TRADES
-1,733100,-266900,9.0,9991.0,10000.0,0,0,0,,0,NO_TRADES
-1,733700,-266300,-6.5,9999.0,9992.5,0,0,0,,0,NO_TRADES
-1,734200,-265800,-7.5,9996.5,9989.0,0,0,0,,0,NO_TRADES
-1,734300,-265700,7.5,9989.0,9996.5,0,0,0,,0,NO_TRADES
-1,734600,-265400,8.0,9998.0,10006.0,2,5,10,0.5,100,SWARM
-1,734700,-265300,-7.0,10006.0,9999.0,2,5,10,0.5,100,SWARM
-1,737900,-262100,-8.0,9996.0,9988.0,0,0,0,,0,NO_TRADES
-1,738000,-262000,8.0,9988.0,9996.0,0,0,0,,0,NO_TRADES
-1,738500,-261500,-8.0,9996.0,9988.0,0,0,0,,0,NO_TRADES
-1,738600,-261400,16.0,9988.0,10004.0,0,0,0,,0,NO_TRADES
-1,738700,-261300,-8.0,10004.0,9996.0,0,0,0,,0,NO_TRADES
-1,739600,-260400,9.0,9996.0,10005.0,2,10,16,0.625,100,WHALE
-1,739700,-260300,-6.5,10005.0,9998.5,2,10,16,0.625,100,WHALE
-1,740000,-260000,-8.0,9997.0,9989.0,0,0,0,,0,NO_TRADES
-1,740100,-259900,8.0,9989.0,9997.0,0,0,0,,0,NO_TRADES
-1,741800,-258200,-8.0,9997.0,9989.0,1,5,5,1.0,0,WHALE
-1,741900,-258100,6.5,9989.0,9995.5,1,5,5,1.0,0,WHALE
-1,742100,-257900,8.0,9997.0,10005.0,1,5,5,1.0,0,WHALE
-1,742200,-257800,-9.0,10005.0,9996.0,1,5,5,1.0,0,WHALE
-1,742700,-257300,-8.0,10003.0,9995.0,0,0,0,,0,NO_TRADES
-1,745600,-254400,9.0,9992.0,10001.0,1,6,6,1.0,0,WHALE
-1,745700,-254300,-8.0,10001.0,9993.0,2,8,14,0.5714285714285714,700,SWARM
-1,745900,-254100,8.5,9992.5,10001.0,1,8,8,1.0,0,WHALE
-1,746000,-254000,-8.0,10001.0,9993.0,1,8,8,1.0,0,WHALE
-1,747700,-252300,-8.0,9995.0,9987.0,0,0,0,,0,NO_TRADES
-1,747800,-252200,8.0,9987.0,9995.0,0,0,0,,0,NO_TRADES
-1,750400,-249600,14.0,9991.0,10005.0,1,5,5,1.0,0,WHALE
-1,750500,-249500,-11.0,10005.0,9994.0,1,5,5,1.0,0,WHALE
-1,750800,-249200,8.0,9986.0,9994.0,1,5,5,1.0,0,WHALE
-1,752000,-248000,-6.0,9994.0,9988.0,1,4,4,1.0,0,WHALE
-1,753800,-246200,6.0,9989.5,9995.5,1,5,5,1.0,0,WHALE
-1,753900,-246100,-11.5,9995.5,9984.0,1,5,5,1.0,0,WHALE
-1,754000,-246000,8.0,9984.0,9992.0,1,5,5,1.0,0,WHALE
-1,754700,-245300,-9.0,9990.0,9981.0,0,0,0,,0,NO_TRADES
-1,754800,-245200,10.0,9981.0,9991.0,0,0,0,,0,NO_TRADES
-1,755300,-244700,6.0,9984.0,9990.0,1,4,4,1.0,0,WHALE
-1,757400,-242600,7.5,9990.0,9997.5,1,9,9,1.0,0,WHALE
-1,758500,-241500,-8.5,9990.5,9982.0,1,6,6,1.0,0,WHALE
-1,758600,-241400,9.0,9982.0,9991.0,1,6,6,1.0,0,WHALE
-1,758900,-241100,8.0,9992.0,10000.0,1,6,6,1.0,0,WHALE
-1,759000,-241000,-8.0,10000.0,9992.0,0,0,0,,0,NO_TRADES
-1,762600,-237400,-9.5,9994.5,9985.0,0,0,0,,0,NO_TRADES
-1,762700,-237300,9.0,9985.0,9994.0,0,0,0,,0,NO_TRADES
-1,764900,-235100,8.0,9997.0,10005.0,0,0,0,,0,NO_TRADES
-1,765000,-235000,-8.0,10005.0,9997.0,0,0,0,,0,NO_TRADES
-1,765500,-234500,10.0,9997.0,10007.0,0,0,0,,0,NO_TRADES
-1,765600,-234400,-18.0,10007.0,9989.0,0,0,0,,0,NO_TRADES
-1,765700,-234300,8.0,9989.0,9997.0,0,0,0,,0,NO_TRADES
-1,767000,-233000,9.0,9996.0,10005.0,1,9,9,1.0,0,WHALE
-1,767100,-232900,-8.0,10005.0,9997.0,1,9,9,1.0,0,WHALE
-1,767800,-232200,-10.5,9998.5,9988.0,0,0,0,,0,NO_TRADES
-1,767900,-232100,11.0,9988.0,9999.0,0,0,0,,0,NO_TRADES
-1,768100,-231900,-9.0,10000.0,9991.0,0,0,0,,0,NO_TRADES
-1,768200,-231800,17.0,9991.0,10008.0,0,0,0,,0,NO_TRADES
-1,768300,-231700,-8.0,10008.0,10000.0,0,0,0,,0,NO_TRADES
-1,768500,-231500,-7.0,10001.0,9994.0,0,0,0,,0,NO_TRADES
-1,768600,-231400,7.5,9994.0,10001.5,0,0,0,,0,NO_TRADES
-1,768800,-231200,12.5,9999.5,10012.0,0,0,0,,0,NO_TRADES
-1,768900,-231100,-10.5,10012.0,10001.5,0,0,0,,0,NO_TRADES
-1,773100,-226900,8.0,10002.0,10010.0,0,0,0,,0,NO_TRADES
-1,773200,-226800,-8.0,10010.0,10002.0,0,0,0,,0,NO_TRADES
-1,774400,-225600,-10.0,10003.0,9993.0,0,0,0,,0,NO_TRADES
-1,774500,-225500,10.0,9993.0,10003.0,0,0,0,,0,NO_TRADES
-1,775300,-224700,-9.0,10003.0,9994.0,1,4,4,1.0,0,WHALE
-1,775400,-224600,9.0,9994.0,10003.0,1,4,4,1.0,0,WHALE
-1,778500,-221500,-7.0,10001.0,9994.0,0,0,0,,0,NO_TRADES
-1,778600,-221400,7.0,9994.0,10001.0,0,0,0,,0,NO_TRADES
-1,779500,-220500,-10.0,10001.0,9991.0,0,0,0,,0,NO_TRADES
-1,779600,-220400,11.0,9991.0,10002.0,0,0,0,,0,NO_TRADES
-1,781400,-218600,-8.0,10000.0,9992.0,0,0,0,,0,NO_TRADES
-1,781500,-218500,6.5,9992.0,9998.5,0,0,0,,0,NO_TRADES
-1,781900,-218100,6.5,10001.5,10008.0,0,0,0,,0,NO_TRADES
-1,782000,-218000,-8.0,10008.0,10000.0,0,0,0,,0,NO_TRADES
-1,782900,-217100,-8.0,10000.0,9992.0,1,7,7,1.0,0,WHALE
-1,783000,-217000,8.0,9992.0,10000.0,0,0,0,,0,NO_TRADES
-1,785800,-214200,8.0,10000.0,10008.0,0,0,0,,0,NO_TRADES
-1,785900,-214100,-8.0,10008.0,10000.0,0,0,0,,0,NO_TRADES
-1,788200,-211800,8.0,10000.0,10008.0,1,5,5,1.0,0,WHALE
-1,788300,-211700,-8.0,10008.0,10000.0,1,5,5,1.0,0,WHALE
-1,788500,-211500,-8.0,10001.0,9993.0,0,0,0,,0,NO_TRADES
-1,788600,-211400,9.0,9993.0,10002.0,0,0,0,,0,NO_TRADES
-1,789800,-210200,8.0,9999.0,10007.0,1,2,2,1.0,0,WHALE
-1,789900,-210100,-10.0,10007.0,9997.0,1,2,2,1.0,0,WHALE
-1,791300,-208700,8.0,9998.0,10006.0,0,0,0,,0,NO_TRADES
-1,791400,-208600,-8.0,10006.0,9998.0,0,0,0,,0,NO_TRADES
-1,794600,-205400,7.0,9998.0,10005.0,0,0,0,,0,NO_TRADES
-1,794700,-205300,-10.0,10005.0,9995.0,0,0,0,,0,NO_TRADES
-1,796300,-203700,-10.5,9998.5,9988.0,1,4,4,1.0,0,WHALE
-1,796400,-203600,6.0,9988.0,9994.0,1,4,4,1.0,0,WHALE
-1,797300,-202700,-9.5,9995.5,9986.0,0,0,0,,0,NO_TRADES
-1,797400,-202600,8.0,9986.0,9994.0,0,0,0,,0,NO_TRADES
-1,797900,-202100,-8.0,9994.0,9986.0,0,0,0,,0,NO_TRADES
-1,798000,-202000,6.5,9986.0,9992.5,0,0,0,,0,NO_TRADES
-1,798200,-201800,-8.0,9994.0,9986.0,0,0,0,,0,NO_TRADES
-1,798300,-201700,7.0,9986.0,9993.0,0,0,0,,0,NO_TRADES
-1,798600,-201400,-8.0,9995.0,9987.0,0,0,0,,0,NO_TRADES
-1,799000,-201000,8.5,9996.5,10005.0,0,0,0,,0,NO_TRADES
-1,799100,-200900,-10.0,10005.0,9995.0,0,0,0,,0,NO_TRADES
-1,800500,-199500,-9.0,9996.0,9987.0,0,0,0,,0,NO_TRADES
-1,800600,-199400,9.5,9987.0,9996.5,0,0,0,,0,NO_TRADES
-1,801200,-198800,6.0,9990.0,9996.0,0,0,0,,0,NO_TRADES
-1,804000,-196000,-8.0,9994.0,9986.0,0,0,0,,0,NO_TRADES
-1,804100,-195900,8.0,9986.0,9994.0,0,0,0,,0,NO_TRADES
-1,805400,-194600,-7.0,9995.0,9988.0,1,6,6,1.0,0,WHALE
-1,805500,-194500,6.0,9988.0,9994.0,1,6,6,1.0,0,WHALE
-1,806100,-193900,-10.0,9994.0,9984.0,1,2,2,1.0,0,WHALE
-1,806200,-193800,12.0,9984.0,9996.0,1,2,2,1.0,0,WHALE
